DecimalValue,LoggerId,Time
21.25,181,"2020-12-17 18:39:29.000000"
3.64,206,"2020-12-17 18:39:29.000000"
3.90,149,"2020-12-17 18:39:17.000000"
3.72,165,"2020-12-17 18:39:30.000000"
21.30,130,"2020-12-17 18:39:27.000000"
21.37,112,"2020-12-17 18:39:27.000000"
4.42,110,"2020-12-17 18:39:22.000000"
21.43,180,"2020-12-17 18:39:12.000000"
21.40,158,"2020-12-17 18:39:21.000000"
21.25,181,"2020-12-17 18:39:47.000000"
3.64,206,"2020-12-17 18:39:44.000000"
3.91,149,"2020-12-17 18:39:56.000000"
3.72,165,"2020-12-17 18:39:51.000000"
21.38,112,"2020-12-17 18:39:51.000000"
21.33,154,"2020-12-17 18:39:43.000000"
21.40,158,"2020-12-17 18:39:58.000000"
21.45,161,"2020-12-17 18:39:46.000000"
4.42,110,"2020-12-17 18:39:55.000000"
21.30,130,"2020-12-17 18:39:39.000000"
21.44,180,"2020-12-17 18:39:55.000000"
21.28,154,"2020-12-17 18:41:07.000000"
21.45,161,"2020-12-17 18:41:25.000000"
21.28,181,"2020-12-17 18:40:41.000000"
3.72,206,"2020-12-17 18:41:29.000000"
3.92,149,"2020-12-17 18:41:17.000000"
3.75,165,"2020-12-17 18:41:12.000000"
21.29,130,"2020-12-17 18:41:00.000000"
21.37,112,"2020-12-17 18:41:28.000000"
4.42,110,"2020-12-17 18:41:28.000000"
21.40,180,"2020-12-17 18:41:28.000000"
21.37,158,"2020-12-17 18:41:04.000000"
21.27,181,"2020-12-17 18:44:50.000000"
3.62,206,"2020-12-17 18:44:56.000000"
3.89,149,"2020-12-17 18:45:00.000000"
3.74,165,"2020-12-17 18:44:54.000000"
21.37,112,"2020-12-17 18:44:58.000000"
21.28,154,"2020-12-17 18:44:55.000000"
21.38,158,"2020-12-17 18:44:52.000000"
21.44,161,"2020-12-17 18:44:17.000000"
4.41,110,"2020-12-17 18:44:50.000000"
21.28,130,"2020-12-17 18:44:58.000000"
21.40,180,"2020-12-17 18:44:58.000000"
21.30,154,"2020-12-17 18:45:22.000000"
21.44,161,"2020-12-17 18:45:08.000000"
21.27,181,"2020-12-17 18:45:23.000000"
3.63,206,"2020-12-17 18:45:17.000000"
3.89,149,"2020-12-17 18:45:27.000000"
3.75,165,"2020-12-17 18:45:24.000000"
21.28,130,"2020-12-17 18:45:28.000000"
21.37,112,"2020-12-17 18:45:28.000000"
4.43,110,"2020-12-17 18:45:29.000000"
21.42,180,"2020-12-17 18:45:25.000000"
21.38,158,"2020-12-17 18:45:28.000000"
21.28,154,"2020-12-17 18:47:28.000000"
21.42,161,"2020-12-17 18:47:29.000000"
21.25,181,"2020-12-17 18:46:53.000000"
3.72,206,"2020-12-17 18:47:24.000000"
3.92,149,"2020-12-17 18:47:18.000000"
3.76,165,"2020-12-17 18:47:27.000000"
21.28,130,"2020-12-17 18:47:25.000000"
21.36,112,"2020-12-17 18:47:25.000000"
4.46,110,"2020-12-17 18:47:29.000000"
21.39,180,"2020-12-17 18:47:25.000000"
21.37,158,"2020-12-17 18:47:28.000000"
21.28,154,"2020-12-17 18:49:29.000000"
21.43,161,"2020-12-17 18:49:26.000000"
21.23,181,"2020-12-17 18:48:57.000000"
3.64,206,"2020-12-17 18:49:27.000000"
3.95,149,"2020-12-17 18:49:21.000000"
3.75,165,"2020-12-17 18:49:28.000000"
21.28,130,"2020-12-17 18:49:28.000000"
21.35,112,"2020-12-17 18:49:28.000000"
4.44,110,"2020-12-17 18:49:17.000000"
21.42,180,"2020-12-17 18:49:29.000000"
21.37,158,"2020-12-17 18:49:28.000000"
21.25,181,"2020-12-17 18:49:57.000000"
3.64,206,"2020-12-17 18:49:57.000000"
3.92,149,"2020-12-17 18:49:57.000000"
3.75,165,"2020-12-17 18:49:52.000000"
21.34,112,"2020-12-17 18:49:52.000000"
21.28,154,"2020-12-17 18:49:59.000000"
21.37,158,"2020-12-17 18:49:50.000000"
21.43,161,"2020-12-17 18:49:44.000000"
4.41,110,"2020-12-17 18:49:41.000000"
21.27,130,"2020-12-17 18:49:58.000000"
21.42,180,"2020-12-17 18:49:59.000000"
21.28,154,"2020-12-17 18:51:26.000000"
21.42,161,"2020-12-17 18:51:20.000000"
21.24,181,"2020-12-17 18:51:27.000000"
3.67,206,"2020-12-17 18:51:27.000000"
3.89,149,"2020-12-17 18:51:27.000000"
3.75,165,"2020-12-17 18:51:28.000000"
21.28,130,"2020-12-17 18:51:28.000000"
21.34,112,"2020-12-17 18:51:29.000000"
4.44,110,"2020-12-17 18:51:23.000000"
21.40,180,"2020-12-17 18:51:17.000000"
21.37,158,"2020-12-17 18:51:14.000000"
21.24,181,"2020-12-17 18:54:48.000000"
3.70,206,"2020-12-17 18:54:45.000000"
3.92,149,"2020-12-17 18:54:43.000000"
3.78,165,"2020-12-17 18:54:49.000000"
21.33,112,"2020-12-17 18:54:59.000000"
21.24,154,"2020-12-17 18:54:50.000000"
21.34,158,"2020-12-17 18:54:53.000000"
21.39,161,"2020-12-17 18:54:57.000000"
4.43,110,"2020-12-17 18:54:42.000000"
21.25,130,"2020-12-17 18:54:59.000000"
21.38,180,"2020-12-17 18:54:50.000000"
21.23,154,"2020-12-17 18:59:30.000000"
21.39,161,"2020-12-17 18:59:27.000000"
21.22,181,"2020-12-17 18:59:19.000000"
3.73,206,"2020-12-17 18:59:28.000000"
3.98,149,"2020-12-17 18:59:28.000000"
3.80,165,"2020-12-17 18:59:29.000000"
21.24,130,"2020-12-17 18:59:26.000000"
21.34,112,"2020-12-17 18:59:29.000000"
4.45,110,"2020-12-17 18:59:24.000000"
21.38,180,"2020-12-17 18:59:27.000000"
21.34,158,"2020-12-17 18:59:29.000000"
21.22,181,"2020-12-17 18:59:52.000000"
3.73,206,"2020-12-17 18:59:58.000000"
3.93,149,"2020-12-17 18:59:55.000000"
3.80,165,"2020-12-17 18:59:59.000000"
21.33,112,"2020-12-17 18:59:47.000000"
21.23,154,"2020-12-17 18:59:39.000000"
21.34,158,"2020-12-17 18:59:47.000000"
21.39,161,"2020-12-17 18:59:39.000000"
4.45,110,"2020-12-17 18:59:57.000000"
21.25,130,"2020-12-17 18:59:59.000000"
21.38,180,"2020-12-17 18:59:48.000000"
21.24,154,"2020-12-17 19:01:18.000000"
21.40,161,"2020-12-17 19:01:12.000000"
21.21,181,"2020-12-17 19:01:25.000000"
3.67,206,"2020-12-17 19:01:19.000000"
3.93,149,"2020-12-17 19:01:25.000000"
3.75,165,"2020-12-17 19:01:26.000000"
21.21,130,"2020-12-17 19:01:17.000000"
21.32,112,"2020-12-17 19:01:02.000000"
4.42,110,"2020-12-17 19:01:27.000000"
21.36,180,"2020-12-17 19:01:27.000000"
21.33,158,"2020-12-17 19:01:24.000000"
21.23,154,"2020-12-17 19:03:24.000000"
21.37,161,"2020-12-17 19:03:24.000000"
21.22,181,"2020-12-17 19:02:49.000000"
3.65,206,"2020-12-17 19:02:46.000000"
3.94,149,"2020-12-17 19:03:20.000000"
3.78,165,"2020-12-17 19:03:26.000000"
21.23,130,"2020-12-17 19:03:23.000000"
21.32,112,"2020-12-17 19:03:27.000000"
4.43,110,"2020-12-17 19:03:25.000000"
21.37,180,"2020-12-17 19:03:27.000000"
21.36,158,"2020-12-17 19:03:18.000000"
21.20,181,"2020-12-17 19:04:52.000000"
3.75,206,"2020-12-17 19:04:58.000000"
3.98,149,"2020-12-17 19:04:50.000000"
3.79,165,"2020-12-17 19:04:59.000000"
21.31,112,"2020-12-17 19:05:00.000000"
21.23,154,"2020-12-17 19:04:54.000000"
21.34,158,"2020-12-17 19:04:57.000000"
21.38,161,"2020-12-17 19:04:39.000000"
4.47,110,"2020-12-17 19:04:55.000000"
21.24,130,"2020-12-17 19:04:48.000000"
21.37,180,"2020-12-17 19:04:48.000000"
21.23,154,"2020-12-17 19:05:18.000000"
21.37,161,"2020-12-17 19:05:28.000000"
21.20,181,"2020-12-17 19:05:16.000000"
3.69,206,"2020-12-17 19:05:26.000000"
3.98,149,"2020-12-17 19:05:26.000000"
3.77,165,"2020-12-17 19:05:29.000000"
21.23,130,"2020-12-17 19:05:06.000000"
21.31,112,"2020-12-17 19:05:24.000000"
4.43,110,"2020-12-17 19:05:28.000000"
21.37,180,"2020-12-17 19:05:00.000000"
21.34,158,"2020-12-17 19:04:54.000000"
21.23,154,"2020-12-17 19:07:15.000000"
21.34,161,"2020-12-17 19:07:07.000000"
21.20,181,"2020-12-17 19:07:25.000000"
3.70,206,"2020-12-17 19:07:29.000000"
3.90,149,"2020-12-17 19:07:23.000000"
3.74,165,"2020-12-17 19:07:29.000000"
21.22,130,"2020-12-17 19:07:27.000000"
21.31,112,"2020-12-17 19:07:27.000000"
4.41,110,"2020-12-17 19:07:28.000000"
21.34,180,"2020-12-17 19:07:18.000000"
21.33,158,"2020-12-17 19:06:45.000000"
21.21,154,"2020-12-17 19:09:27.000000"
21.36,161,"2020-12-17 19:09:13.000000"
21.20,181,"2020-12-17 19:09:26.000000"
3.75,206,"2020-12-17 19:09:23.000000"
3.92,149,"2020-12-17 19:09:29.000000"
3.78,165,"2020-12-17 19:09:30.000000"
21.21,130,"2020-12-17 19:09:24.000000"
21.30,112,"2020-12-17 19:09:24.000000"
4.43,110,"2020-12-17 19:09:19.000000"
21.36,180,"2020-12-17 19:09:15.000000"
21.32,158,"2020-12-17 19:08:51.000000"
21.20,181,"2020-12-17 19:09:47.000000"
3.75,206,"2020-12-17 19:09:59.000000"
3.99,149,"2020-12-17 19:09:53.000000"
3.78,165,"2020-12-17 19:10:00.000000"
21.30,112,"2020-12-17 19:09:33.000000"
21.21,154,"2020-12-17 19:09:58.000000"
21.30,158,"2020-12-17 19:09:57.000000"
21.35,161,"2020-12-17 19:09:52.000000"
4.45,110,"2020-12-17 19:09:58.000000"
21.21,130,"2020-12-17 19:09:57.000000"
21.34,180,"2020-12-17 19:09:54.000000"
21.17,181,"2020-12-17 19:14:59.000000"
3.72,206,"2020-12-17 19:14:56.000000"
3.94,149,"2020-12-17 19:14:57.000000"
3.77,165,"2020-12-17 19:14:45.000000"
21.28,112,"2020-12-17 19:14:49.000000"
21.19,154,"2020-12-17 19:14:52.000000"
21.30,158,"2020-12-17 19:14:58.000000"
21.34,161,"2020-12-17 19:14:46.000000"
4.44,110,"2020-12-17 19:14:56.000000"
21.19,130,"2020-12-17 19:14:55.000000"
21.31,180,"2020-12-17 19:14:58.000000"
21.19,154,"2020-12-17 19:15:13.000000"
21.35,161,"2020-12-17 19:15:25.000000"
21.16,181,"2020-12-17 19:15:23.000000"
3.75,206,"2020-12-17 19:15:26.000000"
3.94,149,"2020-12-17 19:15:27.000000"
3.79,165,"2020-12-17 19:15:27.000000"
21.20,130,"2020-12-17 19:15:16.000000"
21.28,112,"2020-12-17 19:15:19.000000"
4.45,110,"2020-12-17 19:15:29.000000"
21.33,180,"2020-12-17 19:15:28.000000"
21.31,158,"2020-12-17 19:15:13.000000"
21.20,154,"2020-12-17 19:17:25.000000"
21.33,161,"2020-12-17 19:17:29.000000"
21.19,181,"2020-12-17 19:16:35.000000"
3.68,206,"2020-12-17 19:17:30.000000"
3.92,149,"2020-12-17 19:17:21.000000"
3.78,165,"2020-12-17 19:17:27.000000"
21.21,130,"2020-12-17 19:17:19.000000"
21.28,112,"2020-12-17 19:17:13.000000"
4.42,110,"2020-12-17 19:17:29.000000"
21.33,180,"2020-12-17 19:17:25.000000"
21.29,158,"2020-12-17 19:17:25.000000"
21.21,154,"2020-12-17 19:19:16.000000"
21.34,161,"2020-12-17 19:19:23.000000"
21.16,181,"2020-12-17 19:19:17.000000"
3.70,206,"2020-12-17 19:19:24.000000"
3.92,149,"2020-12-17 19:18:45.000000"
3.76,165,"2020-12-17 19:19:21.000000"
21.22,130,"2020-12-17 19:19:28.000000"
21.30,112,"2020-12-17 19:19:16.000000"
4.45,110,"2020-12-17 19:19:26.000000"
21.34,180,"2020-12-17 19:19:16.000000"
21.29,158,"2020-12-17 19:19:16.000000"
21.16,181,"2020-12-17 19:20:00.000000"
3.70,206,"2020-12-17 19:19:57.000000"
3.93,149,"2020-12-17 19:19:54.000000"
3.76,165,"2020-12-17 19:19:58.000000"
21.28,112,"2020-12-17 19:19:55.000000"
21.20,154,"2020-12-17 19:19:56.000000"
21.29,158,"2020-12-17 19:19:49.000000"
21.34,161,"2020-12-17 19:19:41.000000"
4.45,110,"2020-12-17 19:19:44.000000"
21.22,130,"2020-12-17 19:19:55.000000"
21.34,180,"2020-12-17 19:19:58.000000"
21.20,154,"2020-12-17 19:21:20.000000"
21.33,161,"2020-12-17 19:21:29.000000"
21.15,181,"2020-12-17 19:21:21.000000"
3.75,206,"2020-12-17 19:21:27.000000"
3.93,149,"2020-12-17 19:21:12.000000"
3.82,165,"2020-12-17 19:21:25.000000"
21.18,130,"2020-12-17 19:21:13.000000"
21.29,112,"2020-12-17 19:21:16.000000"
4.46,110,"2020-12-17 19:21:29.000000"
21.30,180,"2020-12-17 19:21:23.000000"
21.29,158,"2020-12-17 19:20:52.000000"
21.20,154,"2020-12-17 19:23:17.000000"
21.32,161,"2020-12-17 19:23:26.000000"
21.16,181,"2020-12-17 19:23:09.000000"
3.68,206,"2020-12-17 19:23:27.000000"
3.89,149,"2020-12-17 19:23:18.000000"
3.75,165,"2020-12-17 19:23:22.000000"
21.16,130,"2020-12-17 19:23:28.000000"
21.27,112,"2020-12-17 19:23:29.000000"
4.43,110,"2020-12-17 19:23:18.000000"
21.31,180,"2020-12-17 19:23:26.000000"
21.28,158,"2020-12-17 19:23:29.000000"
21.18,181,"2020-12-17 19:24:54.000000"
3.69,206,"2020-12-17 19:24:57.000000"
3.91,149,"2020-12-17 19:24:58.000000"
3.75,165,"2020-12-17 19:24:55.000000"
21.24,112,"2020-12-17 19:24:50.000000"
21.18,154,"2020-12-17 19:24:59.000000"
21.28,158,"2020-12-17 19:24:38.000000"
21.31,161,"2020-12-17 19:24:41.000000"
4.42,110,"2020-12-17 19:24:54.000000"
21.19,130,"2020-12-17 19:24:59.000000"
21.33,180,"2020-12-17 19:24:56.000000"
21.19,154,"2020-12-17 19:25:26.000000"
21.33,161,"2020-12-17 19:25:29.000000"
21.15,181,"2020-12-17 19:25:15.000000"
3.71,206,"2020-12-17 19:25:18.000000"
3.91,149,"2020-12-17 19:25:13.000000"
3.78,165,"2020-12-17 19:25:22.000000"
21.19,130,"2020-12-17 19:25:11.000000"
21.24,112,"2020-12-17 19:25:26.000000"
4.43,110,"2020-12-17 19:25:27.000000"
21.32,180,"2020-12-17 19:25:23.000000"
21.28,158,"2020-12-17 19:24:44.000000"
21.17,154,"2020-12-17 19:29:29.000000"
21.30,161,"2020-12-17 19:29:27.000000"
21.14,181,"2020-12-17 19:29:24.000000"
3.67,206,"2020-12-17 19:29:28.000000"
3.89,149,"2020-12-17 19:29:28.000000"
3.76,165,"2020-12-17 19:29:28.000000"
21.16,130,"2020-12-17 19:29:29.000000"
21.27,112,"2020-12-17 19:29:14.000000"
4.41,110,"2020-12-17 19:29:24.000000"
21.30,180,"2020-12-17 19:29:26.000000"
21.27,158,"2020-12-17 19:29:17.000000"
21.14,181,"2020-12-17 19:29:54.000000"
3.67,206,"2020-12-17 19:29:58.000000"
3.89,149,"2020-12-17 19:29:55.000000"
3.76,165,"2020-12-17 19:29:59.000000"
21.23,112,"2020-12-17 19:29:53.000000"
21.17,154,"2020-12-17 19:29:59.000000"
21.27,158,"2020-12-17 19:29:35.000000"
21.30,161,"2020-12-17 19:29:36.000000"
4.41,110,"2020-12-17 19:29:45.000000"
21.15,130,"2020-12-17 19:29:59.000000"
21.30,180,"2020-12-17 19:29:59.000000"
21.17,154,"2020-12-17 19:31:18.000000"
21.30,161,"2020-12-17 19:31:27.000000"
21.13,181,"2020-12-17 19:31:25.000000"
3.73,206,"2020-12-17 19:31:22.000000"
3.92,149,"2020-12-17 19:31:28.000000"
3.79,165,"2020-12-17 19:31:29.000000"
21.17,130,"2020-12-17 19:31:26.000000"
21.23,112,"2020-12-17 19:31:29.000000"
4.43,110,"2020-12-17 19:31:24.000000"
21.30,180,"2020-12-17 19:31:30.000000"
21.25,158,"2020-12-17 19:31:14.000000"
21.17,154,"2020-12-17 19:33:18.000000"
21.30,161,"2020-12-17 19:33:27.000000"
21.10,181,"2020-12-17 19:33:25.000000"
3.69,206,"2020-12-17 19:33:28.000000"
3.95,149,"2020-12-17 19:33:16.000000"
3.79,165,"2020-12-17 19:33:29.000000"
21.16,130,"2020-12-17 19:33:29.000000"
21.23,112,"2020-12-17 19:33:09.000000"
4.47,110,"2020-12-17 19:33:22.000000"
21.29,180,"2020-12-17 19:33:24.000000"
21.27,158,"2020-12-17 19:33:12.000000"
21.11,181,"2020-12-17 19:34:58.000000"
3.67,206,"2020-12-17 19:34:58.000000"
3.89,149,"2020-12-17 19:34:53.000000"
3.76,165,"2020-12-17 19:34:50.000000"
21.23,112,"2020-12-17 19:34:51.000000"
21.17,154,"2020-12-17 19:34:57.000000"
21.27,158,"2020-12-17 19:35:00.000000"
21.30,161,"2020-12-17 19:34:24.000000"
4.42,110,"2020-12-17 19:34:52.000000"
21.14,130,"2020-12-17 19:34:54.000000"
21.29,180,"2020-12-17 19:34:45.000000"
21.17,154,"2020-12-17 19:35:18.000000"
21.28,161,"2020-12-17 19:35:27.000000"
21.11,181,"2020-12-17 19:34:58.000000"
3.68,206,"2020-12-17 19:35:22.000000"
3.89,149,"2020-12-17 19:35:23.000000"
3.75,165,"2020-12-17 19:35:26.000000"
21.15,130,"2020-12-17 19:35:21.000000"
21.23,112,"2020-12-17 19:35:27.000000"
4.42,110,"2020-12-17 19:35:22.000000"
21.28,180,"2020-12-17 19:35:27.000000"
21.27,158,"2020-12-17 19:35:15.000000"
21.16,154,"2020-12-17 19:37:24.000000"
21.28,161,"2020-12-17 19:37:22.000000"
21.13,181,"2020-12-17 19:37:13.000000"
3.75,206,"2020-12-17 19:37:14.000000"
3.93,149,"2020-12-17 19:37:17.000000"
3.80,165,"2020-12-17 19:37:29.000000"
21.14,130,"2020-12-17 19:37:27.000000"
21.22,112,"2020-12-17 19:37:21.000000"
4.46,110,"2020-12-17 19:37:25.000000"
21.28,180,"2020-12-17 19:37:27.000000"
21.22,158,"2020-12-17 19:37:24.000000"
21.15,154,"2020-12-17 19:39:27.000000"
21.30,161,"2020-12-17 19:39:19.000000"
21.13,181,"2020-12-17 19:39:16.000000"
3.67,206,"2020-12-17 19:39:29.000000"
3.91,149,"2020-12-17 19:39:29.000000"
3.74,165,"2020-12-17 19:39:29.000000"
21.15,130,"2020-12-17 19:39:27.000000"
21.24,112,"2020-12-17 19:39:27.000000"
4.43,110,"2020-12-17 19:39:28.000000"
21.28,180,"2020-12-17 19:39:24.000000"
21.24,158,"2020-12-17 19:39:27.000000"
21.13,181,"2020-12-17 19:39:58.000000"
3.67,206,"2020-12-17 19:39:59.000000"
3.89,149,"2020-12-17 19:39:53.000000"
3.74,165,"2020-12-17 19:39:56.000000"
21.21,112,"2020-12-17 19:39:57.000000"
21.15,154,"2020-12-17 19:39:54.000000"
21.24,158,"2020-12-17 19:39:54.000000"
21.30,161,"2020-12-17 19:39:46.000000"
4.43,110,"2020-12-17 19:39:55.000000"
21.15,130,"2020-12-17 19:39:45.000000"
21.28,180,"2020-12-17 19:39:54.000000"
21.16,154,"2020-12-17 19:41:28.000000"
21.29,161,"2020-12-17 19:41:22.000000"
21.11,181,"2020-12-17 19:41:29.000000"
3.71,206,"2020-12-17 19:41:23.000000"
3.91,149,"2020-12-17 19:41:26.000000"
3.75,165,"2020-12-17 19:41:18.000000"
21.13,130,"2020-12-17 19:41:21.000000"
21.23,112,"2020-12-17 19:41:12.000000"
4.43,110,"2020-12-17 19:41:25.000000"
21.28,180,"2020-12-17 19:41:25.000000"
21.21,158,"2020-12-17 19:41:27.000000"
21.14,154,"2020-12-17 19:43:28.000000"
21.29,161,"2020-12-17 19:43:07.000000"
21.09,181,"2020-12-17 19:43:11.000000"
3.76,206,"2020-12-17 19:43:14.000000"
3.94,149,"2020-12-17 19:43:08.000000"
3.83,165,"2020-12-17 19:43:27.000000"
21.14,130,"2020-12-17 19:43:21.000000"
21.22,112,"2020-12-17 19:43:25.000000"
4.44,110,"2020-12-17 19:43:26.000000"
21.24,180,"2020-12-17 19:43:22.000000"
21.21,158,"2020-12-17 19:43:18.000000"
21.10,181,"2020-12-17 19:44:59.000000"
3.68,206,"2020-12-17 19:44:59.000000"
3.91,149,"2020-12-17 19:44:54.000000"
3.76,165,"2020-12-17 19:44:54.000000"
21.22,112,"2020-12-17 19:44:55.000000"
21.13,154,"2020-12-17 19:44:55.000000"
21.22,158,"2020-12-17 19:44:55.000000"
21.28,161,"2020-12-17 19:43:55.000000"
4.42,110,"2020-12-17 19:44:59.000000"
21.15,130,"2020-12-17 19:44:58.000000"
21.24,180,"2020-12-17 19:44:55.000000"
21.13,154,"2020-12-17 19:45:28.000000"
21.28,161,"2020-12-17 19:45:28.000000"
21.09,181,"2020-12-17 19:45:26.000000"
3.65,206,"2020-12-17 19:45:23.000000"
3.91,149,"2020-12-17 19:45:30.000000"
3.74,165,"2020-12-17 19:45:27.000000"
21.10,130,"2020-12-17 19:45:25.000000"
21.22,112,"2020-12-17 19:45:22.000000"
4.38,110,"2020-12-17 19:45:23.000000"
21.27,180,"2020-12-17 19:45:28.000000"
21.23,158,"2020-12-17 19:45:01.000000"
21.13,154,"2020-12-17 19:47:25.000000"
21.27,161,"2020-12-17 19:47:26.000000"
21.09,181,"2020-12-17 19:47:23.000000"
3.72,206,"2020-12-17 19:47:24.000000"
3.92,149,"2020-12-17 19:47:03.000000"
3.75,165,"2020-12-17 19:47:21.000000"
21.14,130,"2020-12-17 19:47:16.000000"
21.20,112,"2020-12-17 19:47:25.000000"
4.43,110,"2020-12-17 19:47:26.000000"
21.25,180,"2020-12-17 19:47:22.000000"
21.21,158,"2020-12-17 19:47:22.000000"
21.13,154,"2020-12-17 19:49:19.000000"
21.27,161,"2020-12-17 19:49:23.000000"
21.09,181,"2020-12-17 19:49:26.000000"
3.75,206,"2020-12-17 19:49:24.000000"
3.98,149,"2020-12-17 19:49:27.000000"
3.80,165,"2020-12-17 19:49:24.000000"
21.11,130,"2020-12-17 19:49:19.000000"
21.20,112,"2020-12-17 19:49:28.000000"
4.44,110,"2020-12-17 19:49:17.000000"
21.27,180,"2020-12-17 19:49:16.000000"
21.20,158,"2020-12-17 19:49:28.000000"
21.09,181,"2020-12-17 19:49:47.000000"
3.75,206,"2020-12-17 19:50:00.000000"
3.95,149,"2020-12-17 19:49:54.000000"
3.80,165,"2020-12-17 19:49:54.000000"
21.20,112,"2020-12-17 19:49:55.000000"
21.14,154,"2020-12-17 19:49:49.000000"
21.20,158,"2020-12-17 19:49:58.000000"
21.27,161,"2020-12-17 19:49:32.000000"
4.42,110,"2020-12-17 19:49:53.000000"
21.11,130,"2020-12-17 19:49:28.000000"
21.27,180,"2020-12-17 19:49:49.000000"
21.14,154,"2020-12-17 19:51:08.000000"
21.27,161,"2020-12-17 19:51:29.000000"
21.08,181,"2020-12-17 19:51:30.000000"
3.68,206,"2020-12-17 19:51:24.000000"
3.89,149,"2020-12-17 19:51:24.000000"
3.74,165,"2020-12-17 19:51:28.000000"
21.13,130,"2020-12-17 19:51:28.000000"
21.19,112,"2020-12-17 19:51:19.000000"
4.42,110,"2020-12-17 19:51:23.000000"
21.24,180,"2020-12-17 19:51:29.000000"
21.21,158,"2020-12-17 19:51:28.000000"
21.09,154,"2020-12-17 19:53:17.000000"
21.25,161,"2020-12-17 19:53:20.000000"
21.07,181,"2020-12-17 19:53:27.000000"
3.74,206,"2020-12-17 19:53:21.000000"
3.93,149,"2020-12-17 19:53:27.000000"
3.77,165,"2020-12-17 19:53:19.000000"
